label,REAL.DEPTH
Pentaneurini spp,91.9
Particles,91.9
Multiple,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Background,91.9
Fragmented hc,91.9
Background,91.9
Psectrocladius spp,91.9
Particles,91.9
Psectrocladius spp,91.9
Fragmented hc,110.8
Particles,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Fragmented hc,110.8
Tanypodinae,110.8
Micropsectra radialis,110.8
Corynoneura spp,110.8
Micropsectra radialis,110.8
Particles,110.8
Particles,110.8
Corynoneura spp,110.8
Particles,110.8
Micropsectra radialis,110.8
Mandible,110.8
Pollen,110.8
Particles,110.8
Psectrocladius spp,110.8
Background,110.8
Particles,110.8
Pollen,110.8
Pollen,110.8
Particles,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Fragmented hc,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Background,110.8
Psectrocladius spp,110.8
Fragmented hc,110.8
Pollen,110.8
Background,110.8
Micropsectra radialis,110.8
Pollen,110.8
Corynoneura spp,110.8
Background,110.8
Background,110.8
Background,110.8
Background,110.8
Background,110.8
Background,110.8
Particles,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Background,110.8
Background,110.8
Background,110.8
Mandible,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Background,110.8
Pollen,110.8
Fragmented hc,110.8
Psectrocladius spp,110.8
Background,110.8
Blurry specimens,110.8
Fragmented hc,110.8
Tanypodinae,110.8
Particles,110.8
Background,110.8
Corynoneura spp,110.8
Multiple,110.8
Background,110.8
Pollen,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Diatom,110.8
Fragmented hc,110.8
Psectrocladius spp,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Psectrocladius spp,110.8
Micropsectra radialis,110.8
Particles,110.8
Micropsectra radialis,110.8
Pollen,110.8
Background,110.8
Particles,110.8
Psectrocladius spp,110.8
Background,110.8
Micropsectra radialis,110.8
Background,110.8
Psectrocladius spp,110.8
Fragmented hc,110.8
Pollen,110.8
Micropsectra radialis,110.8
Corynoneura spp,110.8
Fragmented hc,110.8
Background,110.8
Mandible,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Background,110.8
Background,110.8
Particles,110.8
Particles,110.8
Fragmented hc,110.8
Mandible,110.8
Orthocladiinae Diamesinae,110.8
Corynoneura spp,110.8
Background,110.8
Micropsectra radialis,110.8
Pollen,110.8
Corynoneura spp,110.8
Background,110.8
Particles,110.8
Mandible,110.8
Background,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Particles,110.8
Background,110.8
Pollen,110.8
Psectrocladius spp,110.8
Background,110.8
Background,110.8
Background,110.8
Corynoneura spp,110.8
Multiple,110.8
Pollen,110.8
Background,110.8
Background,110.8
Micropsectra radialis,110.8
Background,110.8
Particles,110.8
Psectrocladius spp,110.8
Background,110.8
Background,110.8
Background,110.8
Psectrocladius spp,110.8
Micropsectra radialis,110.8
Background,110.8
Particles,110.8
Pollen,110.8
Particles,110.8
Particles,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Particles,110.8
Fragmented hc,110.8
Particles,110.8
Background,110.8
Psectrocladius spp,110.8
Fragmented hc,110.8
Background,110.8
Background,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Micropsectra radialis,110.8
Background,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Background,110.8
Particles,110.8
Tanypodinae,110.8
Fragmented hc,110.8
Particles,110.8
Particles,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Tanypodinae,110.8
Psectrocladius spp,110.8
Particles,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Particles,110.8
Background,110.8
Particles,110.8
Fragmented hc,110.8
Corynoneura spp,110.8
Pollen,110.8
Particles,110.8
Particles,110.8
Particles,110.8
Fragmented hc,110.8
Background,110.8
Particles,110.8
Diatom,110.8
Psectrocladius spp,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Mandible,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Particles,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Particles,110.8
Particles,110.8
Particles,110.8
Pollen,110.8
Fragmented hc,110.8
Particles,110.8
Micropsectra radialis,110.8
Particles,110.8
Particles,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Particles,110.8
Psectrocladius spp,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Fragmented hc,110.8
Blurry specimens,110.8
Diatom,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Particles,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Background,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Particles,110.8
Micropsectra radialis,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Fragmented hc,110.8
Background,110.8
Particles,110.8
Particles,110.8
Corynoneura spp,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Mandible,110.8
Background,110.8
Psectrocladius spp,110.8
Particles,110.8
Pollen,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Micropsectra radialis,110.8
Background,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Background,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Particles,110.8
Particles,110.8
Mandible,110.8
Fragmented hc,110.8
Corynoneura spp,110.8
Background,110.8
Particles,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Particles,110.8
Particles,110.8
Particles,110.8
Multiple,110.8
Fragmented hc,110.8
Particles,110.8
Particles,110.8
Psectrocladius spp,110.8
Micropsectra radialis,110.8
Particles,110.8
Background,110.8
Pollen,110.8
Background,110.8
Particles,110.8
Background,110.8
Particles,110.8
Particles,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Background,110.8
Multiple,110.8
Particles,110.8
Mandible,110.8
Fragmented hc,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Background,110.8
Psectrocladius spp,110.8
Mandible,110.8
Background,110.8
Background,110.8
Background,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Background,110.8
Mandible,110.8
Micropsectra radialis,110.8
Background,110.8
Micropsectra radialis,110.8
Background,110.8
Background,110.8
Background,110.8
Corynoneura spp,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Particles,110.8
Pollen,110.8
Background,110.8
Psectrocladius spp,110.8
Background,110.8
Background,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Mandible,110.8
Blurry specimens,110.8
Corynoneura spp,110.8
Particles,110.8
Particles,110.8
Particles,110.8
Psectrocladius spp,110.8
Background,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Blurry specimens,110.8
Multiple,110.8
Corynoneura spp,110.8
Background,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Particles,110.8
Background,110.8
Micropsectra radialis,110.8
Particles,110.8
Corynoneura spp,110.8
Particles,110.8
Blurry specimens,110.8
Micropsectra radialis,110.8
Fragmented hc,110.8
Particles,110.8
Particles,110.8
Multiple,110.8
Background,110.8
Particles,110.8
Background,110.8
Psectrocladius spp,110.8
Particles,110.8
Fragmented hc,110.8
Multiple,110.8
Psectrocladius spp,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Fragmented hc,110.8
Psectrocladius spp,110.8
Corynoneura spp,110.8
Corynoneura spp,110.8
Fragmented hc,110.8
Micropsectra radialis,110.8
Corynoneura spp,110.8
Background,110.8
Particles,110.8
Background,110.8
Fragmented hc,110.8
Fragmented hc,110.8
Background,110.8
Background,110.8
Blurry specimens,110.8
Background,110.8
Micropsectra radialis,110.8
Psectrocladius spp,110.8
Particles,110.8
Psectrocladius spp,110.8
Background,110.8
Particles,110.8
Particles,110.8
Psectrocladius spp,110.8
Micropsectra radialis,113.9
Fragmented hc,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Micropsectra radialis,113.9
Particles,113.9
Background,113.9
Background,113.9
Pollen,113.9
Corynoneura spp,113.9
Pollen,113.9
Particles,113.9
Blurry specimens,113.9
Heterotrissocladius marcidus,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Micropsectra radialis,113.9
Background,113.9
Background,113.9
Background,113.9
Pollen,113.9
Fragmented hc,113.9
Particles,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Pollen,113.9
Particles,113.9
Micropsectra radialis,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Pollen,113.9
Fragmented hc,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Pollen,113.9
Micropsectra radialis,113.9
Pollen,113.9
Corynoneura spp,113.9
Corynoneura spp,113.9
Psectrocladius spp,113.9
Pollen,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Particles,113.9
Particles,113.9
Fragmented hc,113.9
Pollen,113.9
Background,113.9
Background,113.9
Multiple,113.9
Pollen,113.9
Micropsectra radialis,113.9
Psectrocladius spp,113.9
Corynoneura spp,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Corynoneura spp,113.9
Corynoneura spp,113.9
Micropsectra radialis,113.9
Mandible,113.9
Pollen,113.9
Fragmented hc,113.9
Fragmented hc,113.9
Background,113.9
Pollen,113.9
Pollen,113.9
Fragmented hc,113.9
Micropsectra radialis,113.9
Particles,113.9
Particles,113.9
Pollen,113.9
Fragmented hc,113.9
Pollen,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Particles,113.9
Background,113.9
Particles,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Multiple,113.9
Pollen,113.9
Pollen,113.9
Fragmented hc,113.9
Fragmented hc,113.9
Particles,113.9
Particles,113.9
Fragmented hc,113.9
Pollen,113.9
Corynoneura spp,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Fragmented hc,113.9
Background,113.9
Fragmented hc,113.9
Fragmented hc,113.9
Particles,113.9
Particles,113.9
Fragmented hc,113.9
Particles,113.9
Psectrocladius spp,113.9
Pollen,113.9
Psectrocladius spp,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Pollen,113.9
Background,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Pollen,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Mandible,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Fragmented hc,113.9
Orthocladiinae Diamesinae,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Micropsectra radialis,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Background,113.9
Background,113.9
Pollen,113.9
Pollen,113.9
Particles,113.9
Pollen,113.9
Fragmented hc,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Background,113.9
Particles,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Particles,113.9
Pollen,113.9
Micropsectra radialis,113.9
Psectrocladius spp,113.9
Pollen,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
unsure,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,113.9
Corynoneura spp,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Blurry specimens,113.9
Pollen,113.9
Pollen,113.9
Blurry specimens,113.9
Pollen,113.9
Background,113.9
Pollen,113.9
Background,113.9
Particles,113.9
Particles,113.9
Blurry specimens,113.9
Pollen,113.9
Psectrocladius spp,113.9
Micropsectra radialis,113.9
Micropsectra radialis,113.9
Background,113.9
Pollen,113.9
Fragmented hc,113.9
Pollen,113.9
Pollen,113.9
Micropsectra radialis,113.9
Particles,113.9
Pollen,113.9
Pollen,113.9
Corynoneura spp,113.9
Pollen,113.9
Corynoneura spp,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Pollen,113.9
Fragmented hc,113.9
Pollen,113.9
Corynoneura spp,113.9
Pollen,113.9
Blurry specimens,113.9
Pollen,113.9
Background,113.9
Background,113.9
Background,113.9
Fragmented hc,113.9
Pollen,113.9
Psectrocladius spp,113.9
Particles,113.9
Corynoneura spp,113.9
Corynoneura spp,113.9
Pollen,113.9
Background,113.9
Pollen,113.9
Pollen,113.9
Corynoneura spp,113.9
Pollen,113.9
Corynoneura spp,113.9
Psectrocladius spp,113.9
Particles,113.9
Particles,113.9
Fragmented hc,113.9
Multiple,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Fragmented hc,113.9
Micropsectra radialis,113.9
Particles,113.9
Micropsectra radialis,113.9
Pollen,113.9
Fragmented hc,113.9
Pollen,113.9
Psectrocladius spp,113.9
Corynoneura spp,113.9
Particles,113.9
Corynoneura spp,113.9
Pollen,113.9
Background,113.9
Psectrocladius spp,113.9
Background,113.9
Micropsectra radialis,113.9
Particles,113.9
Corynoneura spp,113.9
Psectrocladius spp,113.9
Micropsectra radialis,113.9
Micropsectra radialis,113.9
Pollen,113.9
Corynoneura spp,113.9
Tanypodinae,113.9
Psectrocladius spp,113.9
Fragmented hc,113.9
Particles,113.9
Particles,113.9
Psectrocladius spp,113.9
Fragmented hc,113.9
Pollen,113.9
Particles,113.9
Micropsectra radialis,113.9
Particles,113.9
Particles,113.9
Psectrocladius spp,113.9
Psectrocladius spp,113.9
Fragmented hc,113.9
Pollen,113.9
Particles,113.9
Pollen,113.9
Particles,113.9
Corynoneura spp,113.9
Pollen,113.9
Particles,113.9
Particles,113.9
Particles,113.9
Micropsectra radialis,113.9
Psectrocladius spp,113.9
Particles,113.9
Fragmented hc,113.9
Fragmented hc,113.9
Psectrocladius spp,113.9
Mandible,113.9
Fragmented hc,113.9
Particles,113.9
Psectrocladius spp,113.9
Fragmented hc,113.9
Pollen,113.9
Corynoneura spp,113.9
Background,113.9
Psectrocladius spp,113.9
Pollen,113.9
Psectrocladius spp,113.9
Fragmented hc,113.9
Fragmented hc,113.9
Particles,113.9
Psectrocladius spp,113.9
Pollen,113.9
Pollen,113.9
Psectrocladius spp,114.95
Pollen,114.95
Fragmented hc,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Pollen,114.95
Psectrocladius spp,114.95
Background,114.95
Particles,114.95
Multiple,114.95
Particles,114.95
Particles,114.95
Pollen,114.95
Psectrocladius spp,114.95
Pollen,114.95
Micropsectra radialis,114.95
Pollen,114.95
Particles,114.95
Particles,114.95
Pollen,114.95
Background,114.95
Fragmented hc,114.95
Pollen,114.95
Pollen,114.95
Pollen,114.95
Pollen,114.95
Fragmented hc,114.95
Pollen,114.95
Particles,114.95
Particles,114.95
Micropsectra radialis,114.95
unsure,114.95
Particles,114.95
Micropsectra radialis,114.95
Limnophyes type,114.95
Pollen,114.95
Psectrocladius spp,114.95
Particles,114.95
Psectrocladius spp,114.95
Mandible,114.95
Particles,114.95
Particles,114.95
Psectrocladius spp,114.95
Particles,114.95
Particles,114.95
Background,114.95
Particles,114.95
Particles,114.95
Pollen,114.95
Psectrocladius spp,114.95
Background,114.95
Particles,114.95
Particles,114.95
Multiple,114.95
Corynoneura spp,114.95
Orthocladiinae Diamesinae,114.95
Fragmented hc,114.95
Corynoneura spp,114.95
Corynoneura spp,114.95
Particles,114.95
Psectrocladius spp,114.95
unsure,114.95
Psectrocladius spp,114.95
Background,114.95
Fragmented hc,114.95
Particles,114.95
Micropsectra radialis,114.95
Background,114.95
Particles,114.95
Pollen,114.95
Particles,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Micropsectra radialis,114.95
Corynoneura spp,114.95
Background,114.95
Background,114.95
Background,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Background,114.95
Psectrocladius spp,114.95
Particles,114.95
Corynoneura spp,114.95
Particles,114.95
Psectrocladius spp,114.95
Background,114.95
Background,114.95
Background,114.95
Background,114.95
Particles,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Corynoneura spp,114.95
Background,114.95
Background,114.95
Background,114.95
Background,114.95
Background,114.95
Background,114.95
Background,114.95
Fragmented hc,114.95
Micropsectra radialis,114.95
Background,114.95
Fragmented hc,114.95
Background,114.95
Background,114.95
Background,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Particles,114.95
Fragmented hc,114.95
Pollen,114.95
Particles,114.95
Psectrocladius spp,114.95
Micropsectra radialis,114.95
Fragmented hc,114.95
Micropsectra radialis,114.95
Pollen,114.95
Pollen,114.95
Pollen,114.95
Psectrocladius spp,114.95
Pollen,114.95
Pollen,114.95
Particles,114.95
Particles,114.95
Fragmented hc,114.95
Psectrocladius spp,114.95
Pollen,114.95
Psectrocladius spp,114.95
Pollen,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Pollen,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Pollen,114.95
Fragmented hc,114.95
Pollen,114.95
Pollen,114.95
Diatom,114.95
Psectrocladius spp,114.95
Pollen,114.95
Fragmented hc,114.95
Pollen,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Particles,114.95
Pollen,114.95
Pollen,114.95
Particles,114.95
Corynoneura spp,114.95
Particles,114.95
Psectrocladius spp,114.95
Particles,114.95
Particles,114.95
Psectrocladius spp,114.95
Pollen,114.95
Particles,114.95
Particles,114.95
Multiple,114.95
Particles,114.95
Pollen,114.95
Pollen,114.95
Micropsectra radialis,114.95
Particles,114.95
Psectrocladius spp,114.95
Fragmented hc,114.95
Fragmented hc,114.95
Pollen,114.95
Psectrocladius spp,114.95
Pollen,114.95
Background,114.95
Pollen,114.95
Fragmented hc,114.95
Psectrocladius spp,114.95
Particles,114.95
Particles,114.95
Particles,114.95
Psectrocladius spp,114.95
Background,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Corynoneura spp,114.95
Particles,114.95
Particles,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Corynoneura spp,114.95
Mandible,114.95
Corynoneura spp,114.95
Background,114.95
Fragmented hc,114.95
Background,114.95
Particles,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Particles,114.95
Fragmented hc,114.95
Orthocladiinae Diamesinae,114.95
Fragmented hc,114.95
Psectrocladius spp,114.95
Corynoneura spp,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Background,114.95
Fragmented hc,114.95
Psectrocladius spp,114.95
Tanypodinae,114.95
Tanypodinae,114.95
Corynoneura spp,114.95
Micropsectra radialis,114.95
Particles,114.95
Diatom,114.95
Corynoneura spp,114.95
Psectrocladius spp,114.95
Psectrocladius spp,114.95
Particles,114.95
Micropsectra radialis,114.95
Particles,114.95
Fragmented hc,117
Fragmented hc,117
Particles,117
Corynoneura spp,117
Corynoneura spp,117
Particles,117
Fragmented hc,117
Particles,117
Corynoneura spp,117
Corynoneura spp,117
Corynoneura spp,117
Corynoneura spp,117
Pollen,117
Corynoneura spp,117
Corynoneura spp,117
Background,117
unsure,117
Fragmented hc,117
Diatom,117
Particles,117
Psectrocladius spp,117
Particles,117
Background,117
Corynoneura spp,117
Particles,117
Corynoneura spp,117
Background,117
Psectrocladius spp,117
Background,117
Micropsectra radialis,117
Pollen,117
Psectrocladius spp,117
Corynoneura spp,117
Corynoneura spp,117
Corynoneura spp,117
Psectrocladius spp,117
Corynoneura spp,117
Corynoneura spp,117
Psectrocladius spp,117
Psectrocladius spp,117
Psectrocladius spp,117
Psectrocladius spp,117
Psectrocladius spp,117
Fragmented hc,117
Fragmented hc,117
Corynoneura spp,117
Background,117
Pollen,117
Corynoneura spp,117
Fragmented hc,117
Particles,117
Psectrocladius spp,117
Diatom,117
Psectrocladius spp,117
Blurry specimens,117
Fragmented hc,117
Diatom,117
Particles,117
Psectrocladius spp,117
Psectrocladius spp,117
Fragmented hc,117
Psectrocladius spp,117
Psectrocladius spp,117
Fragmented hc,117
Particles,117
Corynoneura spp,117
Background,117
Corynoneura spp,117
Fragmented hc,117
Particles,117
Particles,117
Particles,117
Mandible,117
Psectrocladius spp,117
Particles,117
Fragmented hc,117
Background,117
Particles,117
Background,117
Particles,117
Fragmented hc,117
Particles,117
Psectrocladius spp,117
Corynoneura spp,117
Pollen,117
Particles,117
Particles,117
Particles,117
Pollen,117
Pollen,117
Particles,117
Multiple,117
Fragmented hc,117
Corynoneura spp,117
Background,117
Psectrocladius spp,117
Psectrocladius spp,117
Corynoneura spp,117
Background,117
Particles,117
Fragmented hc,117
Psectrocladius spp,117
Fragmented hc,117
Fragmented hc,117
Psectrocladius spp,117
Psectrocladius spp,117
Particles,117
Corynoneura spp,117
Fragmented hc,117
Micropsectra radialis,117
Particles,117
Particles,117
Particles,117
Corynoneura spp,117
Corynoneura spp,117
Micropsectra radialis,117
Pollen,117
Psectrocladius spp,117
Background,117
Corynoneura spp,117
Fragmented hc,117
Micropsectra radialis,117
Fragmented hc,117
Psectrocladius spp,117
Psectrocladius spp,117
Pollen,117
Corynoneura spp,117
Psectrocladius spp,117
Pollen,117
Psectrocladius spp,117
Corynoneura spp,117
Fragmented hc,117
Particles,117
Psectrocladius spp,117
Background,117
Psectrocladius spp,117
Psectrocladius spp,117
Corynoneura spp,117
Fragmented hc,117
Corynoneura spp,117
Corynoneura spp,117
Pollen,117
Particles,117
Corynoneura spp,117
Fragmented hc,117
Corynoneura spp,117
Corynoneura spp,117
Corynoneura spp,117
Fragmented hc,117
Psectrocladius spp,117
Corynoneura spp,117
Corynoneura spp,117
Psectrocladius spp,117
Pollen,117
Corynoneura spp,117
Psectrocladius spp,117
Psectrocladius spp,117
Particles,117
Psectrocladius spp,117
Fragmented hc,117
Pollen,117
Psectrocladius spp,117
Psectrocladius spp,117
Corynoneura spp,117
Psectrocladius spp,117
Micropsectra radialis,117
Particles,117
Fragmented hc,117
Background,117
Micropsectra radialis,117
Corynoneura spp,117
Particles,117
Micropsectra radialis,117
Particles,117
Psectrocladius spp,117
Fragmented hc,117
Pollen,117
Particles,117
Particles,117
Particles,117
Particles,117
Particles,117
Particles,117
Mandible,117
Mandible,117
Background,117
Psectrocladius spp,117
Corynoneura spp,117
Pollen,117
Corynoneura spp,117
Pollen,117
Fragmented hc,117
Tanytarsus spp,117
Fragmented hc,117
Blurry specimens,117
Blurry specimens,117
Psectrocladius spp,117
Psectrocladius spp,117
Micropsectra radialis,117
Fragmented hc,117
Fragmented hc,117
Psectrocladius spp,117
Corynoneura spp,117
Background,117
Fragmented hc,117
Background,117
Pollen,117
Corynoneura spp,117
Blurry specimens,117
Background,117
Fragmented hc,117
Fragmented hc,117
Tanypodinae,117
Particles,117
Psectrocladius spp,117
Pollen,117
Particles,117
Fragmented hc,117
Micropsectra radialis,117
Background,117
Corynoneura spp,117
Psectrocladius spp,117
Psectrocladius spp,117
Fragmented hc,117
Micropsectra radialis,117
Fragmented hc,117
Fragmented hc,117
Micropsectra radialis,117
Psectrocladius spp,117
Particles,117
Background,117
Pollen,117
Fragmented hc,117
Particles,117
Pollen,117
Corynoneura spp,117
Fragmented hc,117
Fragmented hc,117
Particles,117
Particles,117
Fragmented hc,117
Particles,117
Fragmented hc,117
Fragmented hc,117
Particles,117
Pollen,117
Particles,117
Psectrocladius spp,117
Blurry specimens,117
Orthocladiinae Diamesinae,117
Blurry specimens,117
Pollen,117
Psectrocladius spp,117
Psectrocladius spp,117
Particles,117
Psectrocladius spp,117
Corynoneura spp,117
Pollen,117
Corynoneura spp,117
Corynoneura spp,117
Fragmented hc,117
Pollen,117
Pollen,117
Psectrocladius spp,117
Corynoneura spp,117
Corynoneura spp,117
Background,117
Mandible,117
Fragmented hc,117
Corynoneura spp,117
Psectrocladius spp,117
Multiple,117
Psectrocladius spp,117
Background,119.1
Particles,119.1
Particles,119.1
Micropsectra radialis,119.1
Pollen,119.1
Fragmented hc,119.1
Particles,119.1
Diatom,119.1
Particles,119.1
Particles,119.1
Background,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Corynoneura spp,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Pollen,119.1
Psectrocladius spp,119.1
Particles,119.1
Particles,119.1
Corynoneura spp,119.1
Tanypodinae,119.1
Particles,119.1
Particles,119.1
Micropsectra radialis,119.1
Blurry specimens,119.1
Particles,119.1
Background,119.1
Particles,119.1
Multiple,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Particles,119.1
Particles,119.1
Pollen,119.1
Particles,119.1
Pollen,119.1
Psectrocladius spp,119.1
Pollen,119.1
Fragmented hc,119.1
Particles,119.1
Psectrocladius spp,119.1
Pollen,119.1
Pollen,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Particles,119.1
Fragmented hc,119.1
Pollen,119.1
Particles,119.1
Pollen,119.1
Psectrocladius spp,119.1
Micropsectra radialis,119.1
Pollen,119.1
Fragmented hc,119.1
Pollen,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Background,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Background,119.1
Psectrocladius spp,119.1
Psectrocladius spp,119.1
Corynoneura spp,119.1
Particles,119.1
Psectrocladius spp,119.1
Corynoneura spp,119.1
Particles,119.1
Fragmented hc,119.1
Background,119.1
Particles,119.1
Mandible,119.1
Fragmented hc,119.1
Pollen,119.1
Corynoneura spp,119.1
Background,119.1
Pollen,119.1
Corynoneura spp,119.1
Pollen,119.1
Fragmented hc,119.1
Background,119.1
Pollen,119.1
Pollen,119.1
Fragmented hc,119.1
Pollen,119.1
Corynoneura spp,119.1
Pollen,119.1
Background,119.1
Psectrocladius spp,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Particles,119.1
Pollen,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Pollen,119.1
Micropsectra radialis,119.1
Particles,119.1
Psectrocladius spp,119.1
Psectrocladius spp,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Multiple,119.1
Blurry specimens,119.1
Psectrocladius spp,119.1
Pollen,119.1
Fragmented hc,119.1
Mandible,119.1
Particles,119.1
Psectrocladius spp,119.1
Pollen,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Particles,119.1
Particles,119.1
Psectrocladius spp,119.1
Background,119.1
Micropsectra radialis,119.1
Particles,119.1
Psectrocladius spp,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Blurry specimens,119.1
Particles,119.1
Psectrocladius spp,119.1
Background,119.1
Particles,119.1
Particles,119.1
Psectrocladius spp,119.1
Micropsectra radialis,119.1
Particles,119.1
Particles,119.1
Corynoneura spp,119.1
Psectrocladius spp,119.1
