label,REAL.DEPTH
Fragmented hc,131.45
Fragmented hc,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Fragmented hc,131.45
Particles,131.45
Fragmented hc,131.45
Corynoneura spp,131.45
Particles,131.45
Psectrocladius spp,131.45
Corynoneura spp,131.45
Orthocladiinae Diamesinae,131.45
Background,131.45
Mandible,131.45
Psectrocladius spp,131.45
Blurry specimens,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Psectrocladius spp,131.45
Corynoneura spp,131.45
Micropsectra radialis,131.45
Micropsectra radialis,131.45
Micropsectra radialis,131.45
Background,131.45
Background,131.45
Micropsectra radialis,131.45
Particles,131.45
Fragmented hc,131.45
Pollen,131.45
Particles,131.45
Particles,131.45
Background,131.45
Pollen,131.45
Particles,131.45
Background,131.45
Micropsectra radialis,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Particles,131.45
Pollen,131.45
Psectrocladius spp,131.45
Background,131.45
Particles,131.45
Background,131.45
Psectrocladius spp,131.45
Fragmented hc,131.45
Corynoneura spp,131.45
Background,131.45
Background,131.45
Mandible,131.45
Particles,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Blurry specimens,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Blurry specimens,131.45
Background,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Background,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Background,131.45
Background,131.45
Background,131.45
Particles,131.45
Psectrocladius spp,131.45
Fragmented hc,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Background,131.45
Particles,131.45
Particles,131.45
Fragmented hc,131.45
Blurry specimens,131.45
Psectrocladius spp,131.45
Micropsectra radialis,131.45
Particles,131.45
Psectrocladius spp,131.45
Background,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Background,131.45
Psectrocladius spp,131.45
Micropsectra radialis,131.45
Fragmented hc,131.45
Multiple,131.45
Background,131.45
Particles,131.45
Multiple,131.45
Background,131.45
Blurry specimens,131.45
Particles,131.45
Blurry specimens,131.45
Blurry specimens,131.45
Background,131.45
Particles,131.45
Psectrocladius spp,131.45
Background,131.45
Particles,131.45
Corynoneura spp,131.45
Particles,131.45
Fragmented hc,131.45
Micropsectra radialis,131.45
Diatom,131.45
Particles,131.45
Blurry specimens,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Background,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Background,131.45
Background,131.45
Micropsectra radialis,131.45
Particles,131.45
Fragmented hc,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Mandible,131.45
Particles,131.45
Psectrocladius spp,131.45
Heterotrissocladius marcidus,131.45
Background,131.45
Corynoneura spp,131.45
Psectrocladius spp,131.45
Background,131.45
Particles,131.45
Background,131.45
Background,131.45
Background,131.45
Fragmented hc,131.45
Particles,131.45
Psectrocladius spp,131.45
Psectrocladius spp,131.45
Particles,131.45
Background,131.45
Background,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Background,131.45
Psectrocladius spp,131.45
Fragmented hc,131.45
Corynoneura spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Corynoneura spp,131.45
Particles,131.45
Background,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Pollen,131.45
Micropsectra radialis,131.45
Particles,131.45
Fragmented hc,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Chironomus spp,131.45
Background,131.45
Particles,131.45
Corynoneura spp,131.45
Psectrocladius spp,131.45
Psectrocladius spp,131.45
Pollen,131.45
Particles,131.45
Blurry specimens,131.45
Fragmented hc,131.45
Diatom,131.45
Micropsectra radialis,131.45
Blurry specimens,131.45
Particles,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Micropsectra radialis,131.45
Multiple,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Blurry specimens,131.45
Particles,131.45
Particles,131.45
Mandible,131.45
unsure,131.45
Heterotrissocladius marcidus,131.45
Micropsectra radialis,131.45
Psectrocladius spp,131.45
Micropsectra radialis,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Psectrocladius spp,131.45
unsure,131.45
Background,131.45
Psectrocladius spp,131.45
Background,131.45
Psectrocladius spp,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Blurry specimens,131.45
Background,131.45
Blurry specimens,131.45
Background,131.45
Blurry specimens,131.45
Background,131.45
Micropsectra radialis,131.45
Blurry specimens,131.45
Background,131.45
Blurry specimens,131.45
Background,131.45
Psectrocladius spp,131.45
Background,131.45
Blurry specimens,131.45
Blurry specimens,131.45
Background,131.45
Heterotrissocladius marcidus,131.45
Blurry specimens,131.45
Background,131.45
Multiple,131.45
Particles,131.45
Blurry specimens,131.45
Psectrocladius spp,131.45
Blurry specimens,131.45
Background,131.45
Background,131.45
Mandible,131.45
Background,131.45
Background,131.45
Particles,131.45
Particles,131.45
unsure,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Fragmented hc,131.45
Micropsectra radialis,131.45
Particles,131.45
Blurry specimens,131.45
Particles,131.45
Particles,131.45
Particles,131.45
Background,131.45
Particles,131.45
Fragmented hc,131.45
Particles,131.45
Particles,131.45
Background,131.45
Background,134.5
Particles,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Micropsectra radialis,134.5
Pollen,134.5
Pollen,134.5
Particles,134.5
Background,134.5
Background,134.5
Background,134.5
Micropsectra radialis,134.5
Particles,134.5
Micropsectra radialis,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Particles,134.5
Background,134.5
Pollen,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Background,134.5
Pollen,134.5
Background,134.5
Background,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Background,134.5
unsure,134.5
Pollen,134.5
Micropsectra radialis,134.5
Blurry specimens,134.5
Pollen,134.5
Pollen,134.5
Background,134.5
Pollen,134.5
Particles,134.5
Pollen,134.5
Pollen,134.5
Psectrocladius spp,134.5
Pollen,134.5
Pollen,134.5
Particles,134.5
Particles,134.5
Particles,134.5
Micropsectra radialis,134.5
Corynoneura spp,134.5
Pollen,134.5
Particles,134.5
Background,134.5
Pollen,134.5
Particles,134.5
Fragmented hc,134.5
Particles,134.5
Pollen,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Pollen,134.5
Background,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Background,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Particles,134.5
Micropsectra radialis,134.5
Background,134.5
Pollen,134.5
Particles,134.5
Fragmented hc,134.5
Fragmented hc,134.5
Background,134.5
Background,134.5
Background,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Blurry specimens,134.5
Pollen,134.5
Micropsectra radialis,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Particles,134.5
Micropsectra radialis,134.5
Particles,134.5
Particles,134.5
Micropsectra radialis,134.5
Background,134.5
Fragmented hc,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Background,134.5
Orthocladiinae Diamesinae,134.5
Pollen,134.5
Particles,134.5
Background,134.5
Pollen,134.5
Particles,134.5
unsure,134.5
Fragmented hc,134.5
Blurry specimens,134.5
Blurry specimens,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Pollen,134.5
Background,134.5
Background,134.5
Micropsectra radialis,134.5
Pollen,134.5
Background,134.5
Background,134.5
Pollen,134.5
Micropsectra radialis,134.5
Particles,134.5
Background,134.5
Particles,134.5
Pollen,134.5
Diatom,134.5
Fragmented hc,134.5
Pollen,134.5
Pollen,134.5
Background,134.5
Orthocladiinae Diamesinae,134.5
Fragmented hc,134.5
Fragmented hc,134.5
Pollen,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Particles,134.5
Particles,134.5
Multiple,134.5
Background,134.5
Background,134.5
Pollen,134.5
Background,134.5
Fragmented hc,134.5
Background,134.5
Micropsectra radialis,134.5
Multiple,134.5
Background,134.5
Background,134.5
Particles,134.5
Micropsectra radialis,134.5
Micropsectra radialis,134.5
Background,134.5
Fragmented hc,134.5
Particles,134.5
Pollen,134.5
Micropsectra radialis,134.5
Background,134.5
Micropsectra radialis,134.5
Pollen,134.5
Background,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Background,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Fragmented hc,134.5
Particles,134.5
Micropsectra radialis,134.5
Particles,134.5
Background,134.5
Particles,134.5
Multiple,134.5
Particles,134.5
Fragmented hc,134.5
Particles,134.5
Micropsectra radialis,134.5
Particles,134.5
Multiple,134.5
Particles,134.5
Particles,134.5
Background,134.5
Micropsectra radialis,134.5
Background,134.5
Particles,134.5
Pollen,134.5
Particles,134.5
Particles,134.5
Particles,134.5
Background,134.5
Particles,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Pollen,134.5
Fragmented hc,134.5
Pollen,134.5
Particles,134.5
Fragmented hc,134.5
Fragmented hc,134.5
Pollen,134.5
Fragmented hc,134.5
Pollen,134.5
Background,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Pollen,134.5
Pollen,134.5
Micropsectra radialis,134.5
Particles,134.5
Psectrocladius spp,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Diatom,134.5
Background,134.5
Micropsectra radialis,134.5
Background,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Particles,134.5
Particles,134.5
Pollen,134.5
Micropsectra radialis,134.5
Background,134.5
Pollen,134.5
Pollen,134.5
Particles,134.5
Pollen,134.5
Background,134.5
Particles,134.5
Particles,134.5
Particles,134.5
Particles,134.5
Micropsectra radialis,134.5
Particles,134.5
Pollen,134.5
Pollen,134.5
Particles,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Particles,134.5
Background,134.5
Multiple,134.5
Background,134.5
Fragmented hc,134.5
Particles,134.5
Particles,134.5
Background,134.5
Particles,134.5
Background,134.5
Particles,134.5
Background,134.5
Psectrocladius spp,134.5
Background,134.5
Background,134.5
Particles,134.5
Background,134.5
Pollen,134.5
Background,134.5
Micropsectra radialis,134.5
Blurry specimens,134.5
Fragmented hc,134.5
Background,134.5
Background,134.5
Background,134.5
Background,134.5
Fragmented hc,134.5
Background,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Background,134.5
Micropsectra radialis,134.5
Pollen,134.5
Fragmented hc,134.5
Micropsectra radialis,134.5
Particles,134.5
Micropsectra radialis,134.5
Background,134.5
Particles,134.5
Particles,134.5
Particles,134.5
Particles,134.5
Micropsectra radialis,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Background,134.5
Background,134.5
Pollen,134.5
Micropsectra radialis,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Multiple,134.5
Particles,134.5
Micropsectra radialis,134.5
Pollen,134.5
Particles,134.5
Micropsectra radialis,134.5
Background,134.5
Fragmented hc,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Pollen,134.5
Fragmented hc,134.5
Background,134.5
Particles,134.5
Blurry specimens,134.5
Particles,134.5
Pollen,134.5
Micropsectra radialis,134.5
Micropsectra radialis,134.5
Particles,134.5
Particles,134.5
Blurry specimens,134.5
Particles,134.5
Particles,134.5
Psectrocladius spp,134.5
Pollen,134.5
Fragmented hc,134.5
Particles,134.5
Micropsectra radialis,134.5
Particles,134.5
Pollen,134.5
Particles,134.5
Pollen,134.5
Pollen,134.5
Background,134.5
Pollen,134.5
Psectrocladius spp,134.5
Fragmented hc,134.5
Background,134.5
Background,134.5
Background,134.5
Pollen,134.5
Background,134.5
Fragmented hc,134.5
Pollen,134.5
Fragmented hc,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Particles,136.5
Psectrocladius spp,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Particles,136.5
Psectrocladius spp,136.5
Corynoneura spp,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Background,136.5
Particles,136.5
Particles,136.5
Corynoneura spp,136.5
Psectrocladius spp,136.5
Background,136.5
unsure,136.5
Particles,136.5
Psectrocladius spp,136.5
Corynoneura spp,136.5
Psectrocladius spp,136.5
Particles,136.5
Fragmented hc,136.5
Background,136.5
Fragmented hc,136.5
Particles,136.5
Fragmented hc,136.5
Pollen,136.5
Psectrocladius spp,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Micropsectra radialis,136.5
Particles,136.5
Background,136.5
Corynoneura spp,136.5
Pollen,136.5
Fragmented hc,136.5
Background,136.5
Fragmented hc,136.5
Corynoneura spp,136.5
Micropsectra radialis,136.5
Psectrocladius spp,136.5
Particles,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Particles,136.5
Psectrocladius spp,136.5
Multiple,136.5
Psectrocladius spp,136.5
Corynoneura spp,136.5
Background,136.5
Psectrocladius spp,136.5
Particles,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Psectrocladius spp,136.5
Particles,136.5
Blurry specimens,136.5
Corynoneura spp,136.5
Particles,136.5
Background,136.5
Particles,136.5
Particles,136.5
Pollen,136.5
Fragmented hc,136.5
Multiple,136.5
Psectrocladius spp,136.5
Corynoneura spp,136.5
Tanytarsus lugens,136.5
Corynoneura spp,136.5
Psectrocladius spp,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Particles,136.5
Psectrocladius spp,136.5
Background,136.5
Particles,136.5
unsure,136.5
Fragmented hc,136.5
Particles,136.5
Psectrocladius spp,136.5
Micropsectra radialis,136.5
Psectrocladius spp,136.5
Background,136.5
Fragmented hc,136.5
Particles,136.5
Blurry specimens,136.5
Corynoneura spp,136.5
Corynoneura spp,136.5
Particles,136.5
Corynoneura spp,136.5
Micropsectra radialis,136.5
Background,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Psectrocladius spp,136.5
Psectrocladius spp,136.5
Corynoneura spp,136.5
Corynoneura spp,136.5
Background,136.5
Background,136.5
Corynoneura spp,136.5
Corynoneura spp,136.5
Psectrocladius spp,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Particles,136.5
Fragmented hc,136.5
Psectrocladius spp,136.5
Background,136.5
Background,136.5
Pollen,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Fragmented hc,136.5
Background,136.5
Pollen,136.5
Pollen,136.5
Corynoneura spp,136.5
Particles,136.5
Fragmented hc,136.5
Pollen,136.5
Background,136.5
Fragmented hc,136.5
Background,136.5
Pollen,136.5
Fragmented hc,136.5
Corynoneura spp,136.5
Pollen,136.5
Micropsectra radialis,136.5
Psectrocladius spp,136.5
Fragmented hc,136.5
Particles,136.5
Fragmented hc,136.5
Corynoneura spp,136.5
Multiple,136.5
Particles,136.5
Psectrocladius spp,136.5
Micropsectra radialis,136.5
Particles,136.5
Corynoneura spp,136.5
Pollen,136.5
Micropsectra radialis,136.5
Background,139.5
Fragmented hc,139.5
Blurry specimens,139.5
Pollen,139.5
Pollen,139.5
Background,139.5
Blurry specimens,139.5
Blurry specimens,139.5
Background,139.5
Background,139.5
Pollen,139.5
Particles,139.5
Blurry specimens,139.5
Background,139.5
Pollen,139.5
Pollen,139.5
Pollen,139.5
Background,139.5
Blurry specimens,139.5
Background,139.5
Background,139.5
Background,139.5
Multiple,139.5
Blurry specimens,139.5
Orthocladiinae Diamesinae,139.5
Background,139.5
Pollen,139.5
Background,139.5
Background,139.5
Blurry specimens,139.5
Pollen,139.5
Background,139.5
Pollen,139.5
Pollen,139.5
Fragmented hc,139.5
Pollen,139.5
Fragmented hc,139.5
Background,139.5
Blurry specimens,139.5
Pollen,139.5
Background,139.5
Pollen,139.5
Background,139.5
Fragmented hc,139.5
Pollen,139.5
Pollen,139.5
Blurry specimens,139.5
Pollen,139.5
Tanytarsus lugens,139.5
Pollen,139.5
Micropsectra radialis,139.5
Pollen,139.5
Background,139.5
Corynoneura spp,139.5
Background,139.5
Blurry specimens,139.5
Micropsectra radialis,139.5
Background,139.5
Blurry specimens,139.5
Pollen,139.5
Background,139.5
Heterotrissocladius marcidus,139.5
Fragmented hc,139.5
Background,139.5
Micropsectra radialis,139.5
Pollen,139.5
Fragmented hc,139.5
Fragmented hc,139.5
Background,139.5
Fragmented hc,139.5
Pollen,139.5
Blurry specimens,139.5
Background,139.5
Blurry specimens,139.5
Pollen,139.5
Pollen,139.5
Background,139.5
Fragmented hc,139.5
Fragmented hc,139.5
Pollen,139.5
Pollen,139.5
Corynoneura spp,139.5
Pollen,139.5
Particles,139.5
Micropsectra radialis,139.5
Pollen,139.5
Background,139.5
Fragmented hc,139.5
Pollen,139.5
Pollen,139.5
Background,139.5
Background,139.5
Fragmented hc,139.5
Pollen,139.5
Pollen,139.5
Heterotrissocladius marcidus,139.5
Pollen,139.5
Micropsectra radialis,139.5
Background,139.5
Background,139.5
Pollen,139.5
Pollen,139.5
Micropsectra radialis,139.5
Pollen,139.5
Background,139.5
Micropsectra radialis,139.5
Pollen,139.5
Multiple,139.5
Multiple,139.5
Micropsectra radialis,139.5
Pollen,139.5
Background,139.5
Fragmented hc,139.5
Pollen,139.5
Particles,139.5
Particles,139.5
Background,139.5
Micropsectra radialis,139.5
Psectrocladius spp,139.5
Background,139.5
Pollen,139.5
Micropsectra radialis,139.5
Blurry specimens,139.5
Background,139.5
Background,139.5
Pollen,139.5
Fragmented hc,139.5
Background,139.5
Background,139.5
Pollen,139.5
Micropsectra radialis,139.5
Fragmented hc,139.5
Blurry specimens,139.5
Micropsectra radialis,139.5
Background,139.5
Multiple,139.5
Background,139.5
Pollen,139.5
Background,139.5
Background,139.5
Orthocladiinae Diamesinae,139.5
Micropsectra radialis,139.5
Particles,139.5
Background,139.5
Background,139.5
Particles,139.5
Fragmented hc,139.5
Pollen,139.5
Pollen,139.5
Pollen,139.5
Particles,139.5
Micropsectra radialis,139.5
Background,139.5
Micropsectra radialis,139.5
Fragmented hc,139.5
Micropsectra radialis,139.5
Particles,139.5
Particles,139.5
Fragmented hc,139.5
Pollen,139.5
Background,139.5
Pollen,139.5
Pollen,139.5
Micropsectra radialis,139.5
Pollen,139.5
Background,139.5
Background,139.5
Particles,139.5
Background,139.5
Micropsectra radialis,139.5
Micropsectra radialis,139.5
Pollen,139.5
Particles,139.5
Micropsectra radialis,139.5
Psectrocladius spp,139.5
Micropsectra radialis,139.5
Micropsectra radialis,139.5
Particles,139.5
Particles,139.5
Particles,139.5
Micropsectra radialis,139.5
Micropsectra radialis,139.5
Particles,139.5
Particles,139.5
Particles,139.5
Micropsectra radialis,139.5
Pollen,139.5
Psectrocladius spp,139.5
Pollen,139.5
Pollen,139.5
Background,139.5
Background,139.5
Pollen,139.5
Pollen,139.5
Background,139.5
Multiple,139.5
Pollen,139.5
Background,139.5
Micropsectra radialis,139.5
Fragmented hc,139.5
Particles,139.5
Particles,139.5
Particles,139.5
Particles,139.5
Particles,139.5
Micropsectra radialis,139.5
Pollen,139.5
Background,139.5
Particles,139.5
Pollen,139.5
Micropsectra radialis,139.5
Particles,139.5
Micropsectra radialis,139.5
Particles,139.5
Particles,139.5
Micropsectra radialis,139.5
Background,139.5
Background,139.5
Fragmented hc,139.5
Background,139.5
Micropsectra radialis,139.5
Fragmented hc,139.5
Blurry specimens,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Background,143.5
Background,143.5
Background,143.5
Micropsectra radialis,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Pollen,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Acari spp,143.5
Background,143.5
Background,143.5
Fragmented hc,143.5
Particles,143.5
Micropsectra radialis,143.5
Particles,143.5
Micropsectra radialis,143.5
Particles,143.5
Pollen,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Blurry specimens,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Blurry specimens,143.5
Particles,143.5
Particles,143.5
Micropsectra radialis,143.5
Micropsectra radialis,143.5
Particles,143.5
Background,143.5
Background,143.5
Particles,143.5
Micropsectra radialis,143.5
Blurry specimens,143.5
Pollen,143.5
Background,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Micropsectra radialis,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Fragmented hc,143.5
Particles,143.5
Micropsectra radialis,143.5
Tanypodinae,143.5
Fragmented hc,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Micropsectra radialis,143.5
Particles,143.5
Pollen,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Fragmented hc,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Tanytarsus lugens,143.5
Particles,143.5
Particles,143.5
Particles,143.5
Blurry specimens,143.5
Micropsectra radialis,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Particles,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Blurry specimens,143.5
Orthocladiinae Diamesinae,143.5
Background,143.5
Acari spp,143.5
Background,143.5
Background,143.5
Background,143.5
Micropsectra radialis,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Background,143.5
Background,143.5
Background,143.5
Particles,143.5
Particles,144.5
Background,144.5
Micropsectra radialis,144.5
Particles,144.5
Micropsectra radialis,144.5
Particles,144.5
Background,144.5
Background,144.5
Particles,144.5
Fragmented hc,144.5
Particles,144.5
Background,144.5
Micropsectra radialis,144.5
Particles,144.5
Micropsectra radialis,144.5
Particles,144.5
Particles,144.5
Micropsectra radialis,144.5
Micropsectra radialis,144.5
Particles,144.5
Background,144.5
Particles,144.5
Heterotrissocladius marcidus,144.5
Particles,144.5
Particles,144.5
Micropsectra radialis,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Fragmented hc,144.5
Particles,144.5
Micropsectra radialis,144.5
Background,144.5
Psectrocladius spp,144.5
Fragmented hc,144.5
Background,144.5
Particles,144.5
Fragmented hc,144.5
Fragmented hc,144.5
Micropsectra radialis,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Blurry specimens,144.5
Blurry specimens,144.5
Blurry specimens,144.5
Multiple,144.5
Background,144.5
Particles,144.5
Particles,144.5
Blurry specimens,144.5
Blurry specimens,144.5
Micropsectra radialis,144.5
Blurry specimens,144.5
Fragmented hc,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Fragmented hc,144.5
Micropsectra radialis,144.5
Fragmented hc,144.5
Particles,144.5
Particles,144.5
Micropsectra radialis,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Particles,144.5
Background,144.5
Background,146.5
Background,146.5
Fragmented hc,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Particles,146.5
Background,146.5
Particles,146.5
Fragmented hc,146.5
Fragmented hc,146.5
Particles,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Particles,146.5
Background,146.5
Background,146.5
Particles,146.5
Background,146.5
Background,146.5
Background,146.5
Micropsectra radialis,146.5
Fragmented hc,146.5
Background,146.5
Particles,146.5
Background,146.5
Particles,146.5
Background,146.5
Background,146.5
Blurry specimens,146.5
Background,146.5
Blurry specimens,146.5
Background,146.5
Pollen,146.5
Blurry specimens,146.5
Background,146.5
Background,146.5
Psectrocladius spp,146.5
Blurry specimens,146.5
Particles,146.5
Blurry specimens,146.5
Particles,146.5
Background,146.5
Fragmented hc,146.5
Micropsectra radialis,146.5
Particles,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Fragmented hc,146.5
Blurry specimens,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Micropsectra radialis,146.5
Fragmented hc,146.5
Background,146.5
Background,146.5
Corynoneura spp,146.5
Fragmented hc,146.5
Background,146.5
Multiple,146.5
Micropsectra radialis,146.5
Background,146.5
Background,146.5
Background,146.5
Background,146.5
Chironomus spp,146.5
Particles,146.5
Particles,146.5
Corynoneura spp,146.5
Background,146.5
Micropsectra radialis,146.5
Micropsectra radialis,146.5
Background,146.5
Background,146.5
Particles,146.5
Background,146.5
Fragmented hc,146.5
Micropsectra radialis,146.5
Particles,146.5
Background,146.5
