Depth,Taxa
14.5,Corynoneura spp
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Corynoneura spp
14.5,Background
14.5,Fragmented hc
14.5,Particles
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
14.5,Fragmented hc
16.5,Background
16.5,Tanytarsus lugens
16.5,Microtendipes pedellus
16.5,Fragmented hc
16.5,Multiple
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Micropsectra radialis
16.5,Multiple
16.5,Corynoneura spp
16.5,Tanypodinae
16.5,Fragmented hc
16.5,Background
16.5,Background
16.5,Tanypodinae
16.5,Fragmented hc
16.5,Orthocladiinae Diamesinae
16.5,Particles
16.5,Fragmented hc
16.5,Pentaneurini spp
16.5,Blurry specimens
16.5,Multiple
16.5,Microtendipes pedellus
16.5,Fragmented hc
16.5,Particles
16.5,Psectrocladius spp
16.5,Corynoneura spp
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Corynoneura spp
16.5,Corynoneura spp
16.5,Corynoneura spp
16.5,Chironomus spp
16.5,Chaoborus mandible
16.5,Fragmented hc
16.5,Background
16.5,Particles
16.5,Fragmented hc
16.5,Blurry specimens
16.5,Corynoneura spp
16.5,Background
16.5,Chironomus spp
16.5,Tanypodinae
16.5,Fragmented hc
16.5,Blurry specimens
16.5,Microtendipes pedellus
16.5,Blurry specimens
16.5,Tanypodinae
16.5,Particles
16.5,Heterotrissocladius marcidus
16.5,Microtendipes pedellus
16.5,Multiple
16.5,Corynoneura spp
16.5,unsure
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Background
16.5,Blurry specimens
16.5,Mandible
16.5,Background
16.5,Fragmented hc
16.5,Corynoneura spp
16.5,Tanypodinae
16.5,Fragmented hc
16.5,Mandible
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Chironomus spp
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Particles
16.5,Tanytarsus lugens
16.5,Chironomus spp
16.5,Chironomus spp
16.5,Fragmented hc
16.5,Particles
16.5,Background
16.5,Multiple
16.5,Heterotrissocladius marcidus
16.5,Psectrocladius spp
16.5,Fragmented hc
16.5,Tanytarsus lugens
16.5,Corynoneura spp
16.5,Background
16.5,Background
16.5,Multiple
16.5,Fragmented hc
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Multiple
16.5,Background
16.5,Background
16.5,Micropsectra radialis
16.5,Heterotrissocladius marcidus
16.5,Fragmented hc
16.5,unsure
16.5,Tanytarsus lugens
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Background
16.5,Particles
16.5,Fragmented hc
16.5,Background
16.5,Background
16.5,Fragmented hc
16.5,unsure
16.5,Fragmented hc
16.5,Background
16.5,Particles
16.5,Micropsectra radialis
16.5,Multiple
16.5,Tanytarsus lugens
16.5,Psectrocladius spp
16.5,Fragmented hc
16.5,unsure
16.5,Fragmented hc
16.5,Background
16.5,Fragmented hc
16.5,Tanypodinae
16.5,Tanypodinae
16.5,Multiple
16.5,Fragmented hc
16.5,Psectrocladius spp
16.5,Particles
16.5,Micropsectra radialis
16.5,Background
16.5,Particles
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Psectrocladius spp
16.5,Heterotrissocladius marcidus
16.5,Microtendipes pedellus
16.5,Micropsectra radialis
16.5,Particles
16.5,Micropsectra radialis
16.5,Particles
16.5,Fragmented hc
16.5,Psectrocladius spp
16.5,Fragmented hc
16.5,Micropsectra radialis
16.5,Tanypodinae
16.5,Micropsectra insignilobus
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Multiple
16.5,Fragmented hc
16.5,Multiple
16.5,Corynoneura spp
16.5,Micropsectra radialis
16.5,Heterotrissocladius marcidus
16.5,Micropsectra radialis
16.5,Micropsectra radialis
16.5,Tanypodinae
16.5,Fragmented hc
16.5,Corynoneura spp
16.5,Tanytarsus lugens
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Tanypodinae
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Micropsectra radialis
16.5,Psectrocladius spp
16.5,Corynoneura spp
16.5,Background
16.5,Blurry specimens
16.5,Heterotrissocladius marcidus
16.5,Acari spp
16.5,Fragmented hc
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Chironomus spp
16.5,Fragmented hc
16.5,Particles
16.5,unsure
16.5,Orthocladiinae Diamesinae
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Tanytarsus lugens
16.5,Corynoneura spp
16.5,Tanytarsus lugens
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Tanytarsus lugens
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Tanypodinae
16.5,Particles
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,unsure
16.5,Psectrocladius spp
16.5,Heterotrissocladius marcidus
16.5,Tanypodinae
16.5,Micropsectra insignilobus
16.5,Fragmented hc
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Tanytarsus lugens
16.5,Fragmented hc
16.5,Corynoneura spp
16.5,Tanytarsus lugens
16.5,Fragmented hc
16.5,Tanypodinae
16.5,Psectrocladius spp
16.5,Heterotrissocladius marcidus
16.5,Fragmented hc
16.5,Tanytarsus lugens
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,others
16.5,Micropsectra radialis
16.5,Fragmented hc
16.5,Microtendipes pedellus
16.5,Tanypodinae
16.5,Fragmented hc
16.5,Background
16.5,Fragmented hc
16.5,Tanytarsus lugens
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Mentum
16.5,Tanypodinae
18.5,Background
18.5,Background
18.5,Psectrocladius spp
18.5,Particles
18.5,Fragmented hc
18.5,Heterotrissocladius marcidus
18.5,Background
18.5,Multiple
18.5,Background
18.5,Heterotrissocladius marcidus
18.5,Background
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Particles
18.5,Background
18.5,Multiple
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Multiple
18.5,Blurry specimens
18.5,Heterotrissocladius marcidus
18.5,Particles
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Heterotrissocladius marcidus
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Particles
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Blurry specimens
18.5,Blurry specimens
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Background
18.5,Blurry specimens
18.5,Background
18.5,Heterotrissocladius marcidus
18.5,Multiple
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Tanypodinae
18.5,unsure
18.5,Tanytarsus lugens
18.5,Corynoneura spp
18.5,Background
18.5,Multiple
18.5,Background
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Background
18.5,Blurry specimens
18.5,Background
18.5,Background
18.5,Blurry specimens
18.5,Background
18.5,Background
18.5,Background
18.5,Blurry specimens
18.5,Tanypodinae
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Corynoneura spp
18.5,Corynoneura spp
18.5,Background
18.5,Fragmented hc
18.5,Particles
18.5,Fragmented hc
18.5,Multiple
18.5,Fragmented hc
18.5,Multiple
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Background
18.5,Micropsectra radialis
18.5,Background
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Background
18.5,Multiple
18.5,Background
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Micropsectra radialis
18.5,Multiple
18.5,Fragmented hc
18.5,Psectrocladius spp
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Particles
18.5,Blurry specimens
18.5,Background
18.5,Fragmented hc
18.5,Particles
18.5,Limnophyes type
18.5,Limnophyes type
18.5,Multiple
18.5,Fragmented hc
18.5,Tanytarsus lugens
18.5,Psectrocladius spp
18.5,Tanytarsus lugens
18.5,Fragmented hc
18.5,Micropsectra insignilobus
18.5,Fragmented hc
18.5,Tanypodinae
18.5,Fragmented hc
18.5,Background
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Psectrocladius spp
18.5,Psectrocladius spp
18.5,Micropsectra radialis
18.5,Tanytarsus lugens
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Particles
18.5,Fragmented hc
18.5,Tanypodinae
18.5,Background
18.5,Fragmented hc
18.5,Tanytarsus lugens
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Background
18.5,Fragmented hc
18.5,Tanypodinae
18.5,Multiple
18.5,Background
18.5,Fragmented hc
18.5,Background
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Corynoneura spp
18.5,Corynoneura spp
18.5,Corynoneura spp
18.5,Background
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Micropsectra insignilobus
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Particles
18.5,Fragmented hc
18.5,Particles
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Background
18.5,Fragmented hc
18.5,Micropsectra insignilobus
18.5,Fragmented hc
18.5,Background
18.5,Psectrocladius spp
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Multiple
18.5,Tanytarsus lugens
18.5,Fragmented hc
18.5,Tanytarsus lugens
18.5,Particles
18.5,Particles
18.5,Multiple
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Acari spp
18.5,Micropsectra radialis
18.5,Tanytarsus lugens
18.5,Fragmented hc
18.5,Multiple
18.5,Multiple
18.5,Mandible
18.5,Psectrocladius spp
18.5,Particles
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Tanytarsus lugens
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Background
18.5,Micropsectra radialis
18.5,Particles
18.5,Background
18.5,Fragmented hc
18.5,Mandible
18.5,Multiple
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Blurry specimens
18.5,Blurry specimens
18.5,Particles
18.5,Blurry specimens
18.5,Background
18.5,Corynoneura spp
18.5,Orthocladiinae Diamesinae
18.5,Tanytarsus lugens
18.5,unsure
18.5,unsure
18.5,Fragmented hc
18.5,Background
18.5,Background
18.5,Chaoborus mandible
18.5,Tanypodinae
18.5,Background
18.5,Background
18.5,Background
18.5,Multiple
18.5,Corynoneura spp
18.5,Corynoneura spp
18.5,Tanypodinae
18.5,Multiple
18.5,Fragmented hc
18.5,Particles
18.5,Tanypodinae
18.5,Fragmented hc
18.5,Heterotrissocladius marcidus
18.5,Blurry specimens
18.5,Multiple
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Blurry specimens
18.5,Background
18.5,Blurry specimens
18.5,Blurry specimens
18.5,Corynoneura spp
18.5,Paratanytarsus austriacus
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Tanypodinae
18.5,Fragmented hc
18.5,Multiple
18.5,Fragmented hc
18.5,Tanytarsus lugens
18.5,Micropsectra radialis
18.5,Multiple
18.5,Microtendipes pedellus
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,unsure
18.5,Multiple
18.5,Fragmented hc
18.5,Multiple
18.5,Blurry specimens
18.5,Blurry specimens
18.5,Background
18.5,Background
18.5,Fragmented hc
18.5,Heterotrissocladius marcidus
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Multiple
18.5,Tanypodinae
18.5,Chaoborus mandible
18.5,Multiple
18.5,Fragmented hc
18.5,Micropsectra insignilobus
18.5,Fragmented hc
18.5,Heterotrissocladius marcidus
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Tanypodinae
18.5,Particles
18.5,Corynoneura spp
18.5,Psectrocladius spp
18.5,unsure
18.5,Tanytarsus lugens
18.5,Psectrocladius spp
18.5,Fragmented hc
18.5,Multiple
18.5,Paratanytarsus austriacus
18.5,Fragmented hc
18.5,Multiple
18.5,Background
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Particles
18.5,Blurry specimens
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Background
18.5,Background
18.5,Background
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Background
18.5,Multiple
18.5,Psectrocladius spp
18.5,Corynoneura spp
18.5,Micropsectra insignilobus
18.5,Multiple
18.5,Fragmented hc
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Fragmented hc
19.5,Multiple
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Background
19.5,Tanytarsus lugens
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Fragmented hc
19.5,Particles
19.5,Corynoneura spp
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Chaoborus mandible
19.5,Blurry specimens
19.5,Chironomus spp
19.5,Fragmented hc
19.5,Tanytarsus lugens
19.5,Orthocladiinae Diamesinae
19.5,unsure
19.5,Fragmented hc
19.5,unsure
19.5,Fragmented hc
19.5,Heterotrissocladius marcidus
19.5,Fragmented hc
19.5,Fragmented hc
19.5,unsure
19.5,Fragmented hc
19.5,Chaoborus th
19.5,Heterotrissocladius marcidus
19.5,Fragmented hc
19.5,Particles
19.5,Background
19.5,Background
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Tanytarsus lugens
19.5,Fragmented hc
19.5,unsure
19.5,Microtendipes pedellus
19.5,Orthocladiinae Diamesinae
19.5,Multiple
19.5,Fragmented hc
19.5,Tanytarsus lugens
19.5,Microtendipes pedellus
19.5,Multiple
19.5,Fragmented hc
19.5,Limnophyes type
19.5,Chaoborus mandible
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Corynoneura spp
19.5,Micropsectra insignilobus
19.5,Corynoneura spp
19.5,Fragmented hc
19.5,Background
19.5,Heterotrissocladius marcidus
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Micropsectra radialis
19.5,Psectrocladius spp
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Background
19.5,Fragmented hc
19.5,Corynoneura spp
19.5,Fragmented hc
19.5,Particles
19.5,Corynoneura spp
19.5,Fragmented hc
20.5,Heterotrissocladius marcidus
20.5,Fragmented hc
20.5,Psectrocladius spp
20.5,Fragmented hc
20.5,Tanytarsus lugens
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Tanytarsus lugens
20.5,Tanypodinae
20.5,Background
20.5,Heterotrissocladius marcidus
20.5,Heterotrissocladius marcidus
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Micropsectra radialis
20.5,unsure
20.5,Fragmented hc
20.5,Blurry specimens
20.5,Fragmented hc
20.5,Micropsectra radialis
20.5,Micropsectra radialis
20.5,Micropsectra radialis
20.5,Background
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Multiple
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Fragmented hc
20.5,Micropsectra radialis
20.5,Multiple
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Fragmented hc
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Tanytarsus lugens
20.5,Microtendipes pedellus
20.5,Fragmented hc
20.5,Background
20.5,Background
20.5,Tanytarsus lugens
20.5,Tanytarsus lugens
20.5,Tanytarsus lugens
20.5,Corynoneura spp
20.5,Micropsectra radialis
20.5,Multiple
20.5,Heterotrissocladius marcidus
20.5,Micropsectra radialis
20.5,Chaoborus mandible
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Tanytarsus lugens
20.5,Micropsectra radialis
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Background
20.5,Background
20.5,Background
20.5,Micropsectra radialis
20.5,Micropsectra insignilobus
20.5,Multiple
20.5,unsure
20.5,Corynoneura spp
20.5,Corynoneura spp
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Background
20.5,Fragmented hc
20.5,Orthocladiinae Diamesinae
20.5,Fragmented hc
20.5,Multiple
20.5,Fragmented hc
20.5,Background
20.5,Chaoborus mandible
20.5,Psectrocladius spp
20.5,Background
20.5,Corynoneura spp
20.5,Corynoneura spp
20.5,Corynoneura spp
20.5,Corynoneura spp
20.5,Fragmented hc
20.5,Background
20.5,Blurry specimens
20.5,Blurry specimens
20.5,Multiple
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Fragmented hc
20.5,Particles
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Background
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Particles
20.5,Fragmented hc
20.5,Fragmented hc
20.5,Background
20.5,Fragmented hc
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Tanypodinae
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Blurry specimens
20.5,Tanypodinae
20.5,Background
20.5,Blurry specimens
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Background
20.5,Micropsectra insignilobus
20.5,Fragmented hc
20.5,Background
20.5,Blurry specimens
20.5,Micropsectra radialis
20.5,Micropsectra radialis
20.5,Background
20.5,Background
20.5,Particles
20.5,Micropsectra radialis
20.5,Particles
20.5,Blurry specimens
20.5,Particles
20.5,Blurry specimens
20.5,Fragmented hc
20.5,Tanytarsus lugens
20.5,Fragmented hc
20.5,Particles
20.5,Fragmented hc
20.5,Background
20.5,Blurry specimens
20.5,Blurry specimens
20.5,Multiple
20.5,Micropsectra insignilobus
20.5,Fragmented hc
20.5,Corynoneura spp
20.5,Background
20.5,Fragmented hc
20.5,Chaoborus mandible
20.5,Background
20.5,Blurry specimens
20.5,Blurry specimens
20.5,Blurry specimens
20.5,Background
20.5,Fragmented hc
20.5,Background
20.5,Tanytarsus lugens
20.5,Fragmented hc
20.5,Tanytarsus lugens
20.5,Tanypodinae
20.5,Micropsectra radialis
20.5,unsure
20.5,Micropsectra insignilobus
20.5,Background
20.5,Background
20.5,Background
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Psectrocladius spp
20.5,Fragmented hc
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Tanypodinae
20.5,Micropsectra radialis
20.5,Fragmented hc
20.5,Blurry specimens
20.5,Tanypodinae
20.5,Microtendipes pedellus
20.5,Blurry specimens
20.5,Blurry specimens
20.5,Chaoborus mandible
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Background
22.5,Multiple
22.5,Psectrocladius spp
22.5,Particles
22.5,Corynoneura spp
22.5,Micropsectra insignilobus
22.5,Tanytarsus lugens
22.5,Background
22.5,Heterotrissocladius marcidus
22.5,Micropsectra radialis
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Particles
22.5,Tanytarsus lugens
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Micropsectra radialis
22.5,Tanytarsus lugens
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Background
22.5,Tanypodinae
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,unsure
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Corynoneura spp
22.5,Psectrocladius spp
22.5,Multiple
22.5,Chironomus spp
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Pentaneurini spp
22.5,Heterotrissocladius marcidus
22.5,Paratanytarsus austriacus
22.5,Particles
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Multiple
22.5,Tanytarsus lugens
22.5,Mandible
22.5,Blurry specimens
22.5,Fragmented hc
22.5,Background
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Corynoneura spp
22.5,Mandible
22.5,Blurry specimens
22.5,Acari spp
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Background
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Particles
22.5,Fragmented hc
22.5,Chaoborus mandible
22.5,Psectrocladius spp
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,unsure
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Blurry specimens
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Corynoneura spp
22.5,Background
22.5,Tanytarsus lugens
22.5,Limnophyes type
22.5,Blurry specimens
22.5,Blurry specimens
22.5,Blurry specimens
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Background
22.5,unsure
22.5,Micropsectra radialis
22.5,Multiple
22.5,Fragmented hc
22.5,Particles
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Fragmented hc
22.5,unsure
22.5,Background
22.5,Multiple
22.5,Fragmented hc
22.5,Tanytarsus spp
22.5,Fragmented hc
22.5,Multiple
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Micropsectra insignilobus
22.5,Corynoneura spp
22.5,Chaoborus mandible
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Multiple
22.5,unsure
22.5,Fragmented hc
22.5,Background
22.5,Fragmented hc
22.5,Particles
22.5,Background
22.5,Psectrocladius spp
22.5,Chironomus spp
22.5,Corynoneura spp
22.5,Micropsectra insignilobus
22.5,Heterotrissocladius marcidus
22.5,Fragmented hc
22.5,Background
22.5,Multiple
22.5,Background
22.5,Multiple
22.5,Background
22.5,Mandible
22.5,Fragmented hc
22.5,Multiple
22.5,Fragmented hc
22.5,others
22.5,Tanytarsus lugens
22.5,Fragmented hc
22.5,Tanypodinae
22.5,Fragmented hc
22.5,Corynoneura spp
22.5,Psectrocladius spp
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Heterotrissocladius marcidus
22.5,Micropsectra radialis
22.5,Background
22.5,Tanypodinae
22.5,Multiple
22.5,Multiple
22.5,Tanypodinae
22.5,Background
22.5,Micropsectra insignilobus
22.5,unsure
22.5,Background
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Blurry specimens
22.5,Blurry specimens
22.5,Fragmented hc
22.5,Background
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Mandible
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Multiple
22.5,Multiple
22.5,Background
22.5,unsure
22.5,Background
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Background
22.5,Multiple
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Chironomus spp
22.5,Fragmented hc
22.5,Acari spp
22.5,Fragmented hc
22.5,Corynoneura spp
22.5,Tanypodinae
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Blurry specimens
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Tanypodinae
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Multiple
22.5,Fragmented hc
22.5,Tanytarsus lugens
22.5,Fragmented hc
22.5,Orthocladiinae Diamesinae
22.5,Fragmented hc
22.5,Multiple
22.5,Micropsectra insignilobus
22.5,Tanypodinae
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Fragmented hc
22.5,Fragmented hc
22.5,Corynoneura spp
22.5,Corynoneura spp
22.5,Fragmented hc
22.5,Background
22.5,Background
22.5,Mandible
22.5,Fragmented hc
22.5,Particles
22.5,Fragmented hc
22.5,Multiple
22.5,Tanypodinae
22.5,Background
22.5,Fragmented hc
22.5,Micropsectra radialis
22.5,Tanypodinae
22.5,Background
24.5,Tanytarsus lugens
24.5,Pseudochironomus spp
24.5,Fragmented hc
24.5,Particles
24.5,Multiple
24.5,Fragmented hc
24.5,Background
24.5,Tanypodinae
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Multiple
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Micropsectra radialis
24.5,Fragmented hc
24.5,Corynoneura spp
24.5,Multiple
24.5,Microtendipes pedellus
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Background
24.5,Fragmented hc
24.5,Multiple
24.5,Corynoneura spp
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Psectrocladius spp
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Multiple
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Psectrocladius spp
24.5,Micropsectra insignilobus
24.5,Fragmented hc
24.5,Tanytarsus lugens
24.5,Fragmented hc
24.5,Corynoneura spp
24.5,Heterotrissocladius marcidus
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Background
24.5,Background
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Background
24.5,Fragmented hc
24.5,Tanypodinae
24.5,Psectrocladius spp
24.5,Micropsectra radialis
24.5,Fragmented hc
24.5,Particles
24.5,Particles
24.5,Fragmented hc
24.5,Corynoneura spp
24.5,Micropsectra radialis
24.5,Fragmented hc
24.5,Background
24.5,Background
24.5,Fragmented hc
24.5,Pentaneurini spp
24.5,unsure
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Background
24.5,Mandible
24.5,Chaoborus mandible
24.5,Psectrocladius spp
24.5,Tanytarsus lugens
24.5,Fragmented hc
24.5,Micropsectra radialis
24.5,Fragmented hc
24.5,Particles
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Multiple
24.5,Micropsectra radialis
24.5,Multiple
24.5,Fragmented hc
24.5,Tanypodinae
24.5,Tanytarsus lugens
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Fragmented hc
24.5,Multiple
24.5,Microtendipes pedellus
24.5,Fragmented hc
24.5,Pentaneurini spp
