Taxa,Depth below sediment water interface (cm)
Micropsectra insignilobus,1067.5
Blurry specimens,1067.5
Fragmented hc,1067.5
Blurry specimens,1067.5
Background,1067.5
Multiple,1067.5
Mentum,1067.5
Blurry specimens,1067.5
Chironomus spp,1067.5
Microtendipes,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Particles,1067.5
Micropsectra insignilobus,1067.5
Tanytarsus lugens,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Multiple,1067.5
Microtendipes,1067.5
Chironomus spp,1067.5
Chironomus spp,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Microtendipes,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Background,1067.5
unsure,1067.5
Background,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Microtendipes,1067.5
Blurry specimens,1067.5
Microtendipes,1067.5
Microtendipes,1067.5
Tanytarsus lugens,1067.5
Blurry specimens,1067.5
Microtendipes,1067.5
Chironomus spp,1067.5
Acari spp,1067.5
Blurry specimens,1067.5
Multiple,1067.5
Microtendipes,1067.5
Blurry specimens,1067.5
Background,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Fragmented hc,1067.5
Fragmented hc,1067.5
Microtendipes,1067.5
Blurry specimens,1067.5
Multiple,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Microtendipes,1067.5
others,1067.5
Multiple,1067.5
Paratanytarsus austriacus,1067.5
Microtendipes,1067.5
Microtendipes,1067.5
Particles,1067.5
Microtendipes,1067.5
Blurry specimens,1067.5
Blurry specimens,1067.5
Chironomus spp,1067.5
Blurry specimens,1067.5
Particles,1067.5
Multiple,1067.5
Fragmented hc,1067.5
Fragmented hc,1067.5
Microtendipes,1067.5
Limnophyes type,1067.5
Fragmented hc,1067.5
Blurry specimens,1067.5
unsure,1067.5
Microtendipes,1067.5
Particles,1067.5
Fragmented hc,1068.5
Chironomus spp,1068.5
Paratanytarsus austriacus,1068.5
Microtendipes,1068.5
Blurry specimens,1068.5
Chaoborus mandible,1068.5
Mentum,1068.5
Microtendipes,1068.5
Limnophyes type,1068.5
Paratanytarsus austriacus,1068.5
Microtendipes,1068.5
Tanytarsus lugens,1068.5
Microtendipes,1068.5
Mentum,1068.5
Chironomus spp,1068.5
Tanytarsus lugens,1068.5
Background,1068.5
Microtendipes,1068.5
Stictochironomus rosenschoeldi,1068.5
Chironomus spp,1068.5
Paratanytarsus austriacus,1068.5
Microtendipes,1068.5
Tanytarsus lugens,1068.5
Tanytarsus lugens,1068.5
Microtendipes,1068.5
Microtendipes,1068.5
Fragmented hc,1068.5
Microtendipes,1068.5
Tanytarsus lugens,1068.5
Tanytarsus lugens,1068.5
Microtendipes,1068.5
Fragmented hc,1068.5
Fragmented hc,1068.5
Microtendipes,1068.5
Microtendipes,1068.5
Mentum,1069.5
Tanytarsus lugens,1069.5
Limnophyes type,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Mentum,1069.5
Blurry specimens,1069.5
Microtendipes,1069.5
Background,1069.5
Limnophyes type,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Paratanytarsus austriacus,1069.5
Fragmented hc,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Limnophyes type,1069.5
Limnophyes type,1069.5
Blurry specimens,1069.5
Fragmented hc,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Tanytarsus lugens,1069.5
Microtendipes,1069.5
Tanytarsus lugens,1069.5
Psectrocladius spp,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Blurry specimens,1069.5
Mentum,1069.5
Microtendipes,1069.5
Psectrocladius spp,1069.5
Microtendipes,1069.5
Psectrocladius spp,1069.5
Microtendipes,1069.5
Limnophyes type,1069.5
Blurry specimens,1069.5
Microtendipes,1069.5
Stictochironomus rosenschoeldi,1069.5
Fragmented hc,1069.5
Micropsectra insignilobus,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Limnophyes type,1069.5
Microtendipes,1069.5
Blurry specimens,1069.5
Limnophyes type,1069.5
Microtendipes,1069.5
Microtendipes,1069.5
Psectrocladius spp,1069.5
Fragmented hc,1069.5
Blurry specimens,1069.5
Microtendipes,1070.5
Blurry specimens,1070.5
Blurry specimens,1070.5
Background,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Microtendipes,1070.5
Mandible,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Fragmented hc,1070.5
Chironomus spp,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Fragmented hc,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Multiple,1070.5
Tanytarsus lugens,1070.5
Limnophyes type,1070.5
Microtendipes,1070.5
Micropsectra insignilobus,1070.5
Microtendipes,1070.5
Tanypodinae,1070.5
Multiple,1070.5
Multiple,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Chironomus spp,1070.5
Microtendipes,1070.5
Multiple,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Particles,1070.5
Fragmented hc,1070.5
Mentum,1070.5
Blurry specimens,1070.5
Fragmented hc,1070.5
unsure,1070.5
Microtendipes,1070.5
Multiple,1070.5
Microtendipes,1070.5
others,1070.5
Psectrocladius spp,1070.5
Tanypodinae,1070.5
Microtendipes,1070.5
Micropsectra insignilobus,1070.5
Psectrocladius spp,1070.5
Acari spp,1070.5
Limnophyes type,1070.5
Blurry specimens,1070.5
Microtendipes,1070.5
Tanypodinae,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Mentum,1070.5
Particles,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Particles,1070.5
Paratanytarsus austriacus,1070.5
Fragmented hc,1070.5
Micropsectra insignilobus,1070.5
Microtendipes,1070.5
Acari spp,1070.5
Microtendipes,1070.5
Fragmented hc,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Microtendipes,1070.5
Blurry specimens,1070.5
Tanypodinae,1070.5
Particles,1070.5
Acari spp,1070.5
Background,1070.5
Acari spp,1070.5
Microtendipes,1070.5
Particles,1070.5
Micropsectra insignilobus,1070.5
unsure,1070.5
Fragmented hc,1071.5
Acari spp,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Mentum,1071.5
Microtendipes,1071.5
Multiple,1071.5
Corynoneura spp,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Tanytarsus lugens,1071.5
Microtendipes,1071.5
Tanytarsus lugens,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Multiple,1071.5
Multiple,1071.5
Psectrocladius spp,1071.5
Blurry specimens,1071.5
Pseudochironomus spp,1071.5
Mentum,1071.5
Polypedilum spp,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Micropsectra insignilobus,1071.5
Blurry specimens,1071.5
Fragmented hc,1071.5
Blurry specimens,1071.5
Blurry specimens,1071.5
Micropsectra insignilobus,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Fragmented hc,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Tanytarsus lugens,1071.5
Limnophyes type,1071.5
Fragmented hc,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Chironomus spp,1071.5
Tanypodinae,1071.5
Micropsectra radialis,1071.5
Tanytarsus lugens,1071.5
Fragmented hc,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Blurry specimens,1071.5
Blurry specimens,1071.5
Fragmented hc,1071.5
Limnophyes type,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Limnophyes type,1071.5
Paratanytarsus austriacus,1071.5
Polypedilum spp,1071.5
Limnophyes type,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Multiple,1071.5
Microtendipes,1071.5
Fragmented hc,1071.5
Micropsectra insignilobus,1071.5
Blurry specimens,1071.5
Polypedilum spp,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Fragmented hc,1071.5
Microtendipes,1071.5
Fragmented hc,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Blurry specimens,1071.5
Paratanytarsus austriacus,1071.5
Micropsectra insignilobus,1071.5
Fragmented hc,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Paratanytarsus austriacus,1071.5
Paratanytarsus austriacus,1071.5
Multiple,1071.5
Microtendipes,1071.5
Background,1071.5
Background,1071.5
Multiple,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Microtendipes,1071.5
Micropsectra insignilobus,1071.5
Paratanytarsus austriacus,1071.5
Blurry specimens,1071.5
Tanytarsus spp,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Background,1071.5
Multiple,1071.5
Microtendipes,1071.5
Blurry specimens,1071.5
Microtendipes,1071.5
Multiple,1071.5
Microtendipes,1071.5
Limnophyes type,1071.5
Background,1071.5
Fragmented hc,1072.5
Acari spp,1072.5
unsure,1072.5
Blurry specimens,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Fragmented hc,1072.5
Particles,1072.5
Acari spp,1072.5
Fragmented hc,1072.5
Acari spp,1072.5
Blurry specimens,1072.5
Fragmented hc,1072.5
Microtendipes,1072.5
Multiple,1072.5
Background,1072.5
Multiple,1072.5
Blurry specimens,1072.5
Blurry specimens,1072.5
Blurry specimens,1072.5
Blurry specimens,1072.5
Microtendipes,1072.5
Blurry specimens,1072.5
Blurry specimens,1072.5
Blurry specimens,1072.5
Microtendipes,1072.5
Micropsectra radialis,1072.5
Acari spp,1072.5
Fragmented hc,1072.5
Microtendipes,1072.5
Paratanytarsus austriacus,1072.5
Fragmented hc,1072.5
Blurry specimens,1072.5
Fragmented hc,1072.5
Blurry specimens,1072.5
Paratanytarsus austriacus,1072.5
Blurry specimens,1072.5
Blurry specimens,1072.5
Tanytarsus lugens,1072.5
Paratanytarsus austriacus,1072.5
Multiple,1072.5
Microtendipes,1072.5
Micropsectra insignilobus,1072.5
Multiple,1072.5
Blurry specimens,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Blurry specimens,1072.5
Limnophyes type,1072.5
Microtendipes,1072.5
Limnophyes type,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Multiple,1072.5
Multiple,1072.5
Fragmented hc,1072.5
Limnophyes type,1072.5
Microtendipes,1072.5
others,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Acari spp,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1072.5
Microtendipes,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
unsure,1073.5
Blurry specimens,1073.5
Microtendipes,1073.5
Tanytarsus lugens,1073.5
Microtendipes,1073.5
Polypedilum spp,1073.5
Blurry specimens,1073.5
Micropsectra radialis,1073.5
Micropsectra insignilobus,1073.5
Acari spp,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Tanytarsus lugens,1073.5
Psectrocladius spp,1073.5
Blurry specimens,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Fragmented hc,1073.5
Blurry specimens,1073.5
Background,1073.5
Microtendipes,1073.5
Micropsectra insignilobus,1073.5
Microtendipes,1073.5
Micropsectra insignilobus,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Blurry specimens,1073.5
Microtendipes,1073.5
Multiple,1073.5
Microtendipes,1073.5
Fragmented hc,1073.5
others,1073.5
Fragmented hc,1073.5
Microtendipes,1073.5
Mandible,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Chironomus spp,1073.5
Micropsectra insignilobus,1073.5
Blurry specimens,1073.5
Microtendipes,1073.5
Blurry specimens,1073.5
Particles,1073.5
Microtendipes,1073.5
Mentum,1073.5
Psectrocladius spp,1073.5
Microtendipes,1073.5
Acari spp,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Pollen,1073.5
Tanytarsus lugens,1073.5
Microtendipes,1073.5
Corynoneura spp,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Fragmented hc,1073.5
Limnophyes type,1073.5
Blurry specimens,1073.5
Microtendipes,1073.5
Chironomus spp,1073.5
Psectrocladius spp,1073.5
Blurry specimens,1073.5
unsure,1073.5
Microtendipes,1073.5
Limnophyes type,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Tanytarsus lugens,1073.5
Polypedilum spp,1073.5
Microtendipes,1073.5
unsure,1073.5
Tanypodinae,1073.5
Microtendipes,1073.5
Microtendipes,1073.5
Psectrocladius spp,1073.5
Microtendipes,1073.5
Background,1073.5
Mentum,1073.5
Blurry specimens,1073.5
Microtendipes,1075.5
Tanytarsus lugens,1075.5
Microtendipes,1075.5
Mentum,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Tanytarsus lugens,1075.5
Microtendipes,1075.5
Blurry specimens,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
unsure,1075.5
Tanytarsus lugens,1075.5
Microtendipes,1075.5
Fragmented hc,1075.5
Microtendipes,1075.5
Blurry specimens,1075.5
Microtendipes,1075.5
Fragmented hc,1075.5
Blurry specimens,1075.5
Tanytarsus lugens,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Fragmented hc,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Mentum,1075.5
Blurry specimens,1075.5
Micropsectra insignilobus,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Background,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Chironomus spp,1075.5
Stictochironomus rosenschoeldi,1075.5
Psectrocladius spp,1075.5
Microtendipes,1075.5
Acari spp,1075.5
Blurry specimens,1075.5
Fragmented hc,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Background,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Psectrocladius spp,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Fragmented hc,1075.5
Fragmented hc,1075.5
Microtendipes,1075.5
Particles,1075.5
Microtendipes,1075.5
Fragmented hc,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Blurry specimens,1075.5
Paratanytarsus austriacus,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Microtendipes,1075.5
Paratanytarsus austriacus,1075.5
Limnophyes type,1075.5
Limnophyes type,1075.5
Fragmented hc,1075.5
Micropsectra insignilobus,1075.5
Microtendipes,1075.5
Fragmented hc,1076.5
Chironomus spp,1076.5
Limnophyes type,1076.5
Microtendipes,1076.5
Micropsectra insignilobus,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Micropsectra insignilobus,1076.5
Microtendipes,1076.5
unsure,1076.5
Blurry specimens,1076.5
Particles,1076.5
Microtendipes,1076.5
Mentum,1076.5
Psectrocladius spp,1076.5
Stictochironomus rosenschoeldi,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Chironomus spp,1076.5
Blurry specimens,1076.5
Mentum,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Tanytarsus lugens,1076.5
Paratanytarsus austriacus,1076.5
Paratanytarsus austriacus,1076.5
Blurry specimens,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Microtendipes,1076.5
Acari spp,1077.5
Tanypodinae,1077.5
Multiple,1077.5
Acari spp,1077.5
Pseudochironomus spp,1077.5
Acari spp,1077.5
Multiple,1077.5
Acari spp,1077.5
Background,1077.5
Microtendipes,1077.5
Tanypodinae,1077.5
Background,1077.5
Blurry specimens,1077.5
Acari spp,1077.5
Background,1077.5
Tanypodinae,1077.5
Blurry specimens,1077.5
Microtendipes,1077.5
Multiple,1077.5
Microtendipes,1077.5
Background,1077.5
Microtendipes,1077.5
Background,1077.5
Fragmented hc,1077.5
Limnophyes type,1077.5
Corynoneura spp,1077.5
Blurry specimens,1077.5
Acari spp,1077.5
Acari spp,1077.5
Microtendipes,1077.5
Background,1077.5
Microtendipes,1077.5
others,1077.5
Micropsectra insignilobus,1077.5
Fragmented hc,1077.5
Multiple,1077.5
Multiple,1077.5
Fragmented hc,1077.5
Micropsectra insignilobus,1077.5
Microtendipes,1077.5
Microtendipes,1077.5
Fragmented hc,1077.5
Acari spp,1077.5
Acari spp,1077.5
Acari spp,1077.5
Multiple,1077.5
Acari spp,1077.5
Acari spp,1077.5
Multiple,1077.5
Mandible,1077.5
Blurry specimens,1077.5
Corynoneura spp,1077.5
Blurry specimens,1077.5
Particles,1077.5
Acari spp,1077.5
Fragmented hc,1077.5
Fragmented hc,1077.5
Microtendipes,1077.5
Microtendipes,1077.5
Fragmented hc,1077.5
Fragmented hc,1077.5
Multiple,1077.5
Blurry specimens,1077.5
Corynoneura spp,1077.5
Particles,1077.5
Particles,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Background,1077.5
Microtendipes,1077.5
Blurry specimens,1077.5
Background,1077.5
Microtendipes,1077.5
Background,1077.5
unsure,1077.5
Multiple,1077.5
unsure,1077.5
Background,1077.5
Blurry specimens,1077.5
Particles,1077.5
Microtendipes,1077.5
Fragmented hc,1077.5
Particles,1077.5
Microtendipes,1077.5
Microtendipes,1077.5
Fragmented hc,1077.5
Paratanytarsus austriacus,1077.5
Background,1077.5
Blurry specimens,1077.5
unsure,1077.5
Blurry specimens,1077.5
unsure,1077.5
Blurry specimens,1077.5
Microtendipes,1077.5
Chironomus spp,1077.5
Particles,1077.5
Particles,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Fragmented hc,1077.5
Psectrocladius spp,1077.5
Acari spp,1077.5
Limnophyes type,1077.5
Tanytarsus spp,1077.5
Blurry specimens,1077.5
Microtendipes,1077.5
Microtendipes,1077.5
Paratanytarsus austriacus,1077.5
Fragmented hc,1077.5
Psectrocladius spp,1077.5
Particles,1077.5
Microtendipes,1077.5
Fragmented hc,1077.5
Fragmented hc,1077.5
unsure,1077.5
Tanytarsus lugens,1077.5
unsure,1077.5
Blurry specimens,1077.5
Tanytarsus lugens,1077.5
Blurry specimens,1077.5
Microtendipes,1077.5
Microtendipes,1077.5
Blurry specimens,1077.5
Acari spp,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Fragmented hc,1077.5
Blurry specimens,1077.5
Particles,1077.5
Micropsectra insignilobus,1077.5
Blurry specimens,1077.5
unsure,1077.5
Particles,1077.5
Acari spp,1077.5
Microtendipes,1077.5
Micropsectra insignilobus,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Mentum,1077.5
Particles,1077.5
Particles,1077.5
Corynoneura spp,1077.5
Microtendipes,1077.5
Blurry specimens,1077.5
unsure,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Blurry specimens,1077.5
Micropsectra insignilobus,1077.5
Acari spp,1077.5
Acari spp,1077.5
Tanytarsus lugens,1077.5
Acari spp,1077.5
Microtendipes,1077.5
Fragmented hc,1078.5
Microtendipes,1078.5
Chironomus spp,1078.5
Background,1078.5
Microtendipes,1078.5
Blurry specimens,1078.5
Microtendipes,1078.5
Microtendipes,1078.5
Microtendipes,1078.5
Microtendipes,1078.5
Background,1078.5
Microtendipes,1078.5
Fragmented hc,1078.5
Chironomus spp,1078.5
Chironomus spp,1078.5
Chironomus spp,1078.5
Background,1078.5
Background,1078.5
Microtendipes,1078.5
Fragmented hc,1078.5
Chironomus spp,1078.5
Tanytarsus lugens,1078.5
Blurry specimens,1078.5
Microtendipes,1078.5
Chironomus spp,1078.5
Blurry specimens,1078.5
Blurry specimens,1078.5
Paratanytarsus austriacus,1078.5
Microtendipes,1078.5
Microtendipes,1078.5
Limnophyes type,1078.5
Blurry specimens,1078.5
Background,1078.5
Particles,1078.5
Blurry specimens,1078.5
Limnophyes type,1078.5
Microtendipes,1078.5
Blurry specimens,1078.5
Fragmented hc,1078.5
Microtendipes,1078.5
Fragmented hc,1078.5
Blurry specimens,1078.5
Chironomus spp,1078.5
Microtendipes,1078.5
Tanytarsus lugens,1078.5
Chironomus spp,1078.5
Microtendipes,1078.5
Chironomus spp,1078.5
Fragmented hc,1078.5
Paratanytarsus austriacus,1078.5
others,1078.5
Micropsectra insignilobus,1078.5
Particles,1079.5
Particles,1079.5
Multiple,1079.5
Multiple,1079.5
Particles,1079.5
Particles,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Micropsectra insignilobus,1079.5
Micropsectra insignilobus,1079.5
Multiple,1079.5
Multiple,1079.5
Chaoborus mandible,1079.5
Chaoborus mandible,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Acari spp,1079.5
Acari spp,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Particles,1079.5
Particles,1079.5
Paratanytarsus austriacus,1079.5
Paratanytarsus austriacus,1079.5
Micropsectra insignilobus,1079.5
Micropsectra insignilobus,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Pollen,1079.5
Pollen,1079.5
Acari spp,1079.5
Acari spp,1079.5
Acari spp,1079.5
Acari spp,1079.5
Particles,1079.5
Particles,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Particles,1079.5
Particles,1079.5
Particles,1079.5
Particles,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Multiple,1079.5
Multiple,1079.5
Particles,1079.5
Particles,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Acari spp,1079.5
Acari spp,1079.5
Acari spp,1079.5
Acari spp,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Acari spp,1079.5
Acari spp,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Tanytarsus spp,1079.5
Tanytarsus spp,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Multiple,1079.5
Multiple,1079.5
Particles,1079.5
Particles,1079.5
Multiple,1079.5
Multiple,1079.5
Particles,1079.5
Particles,1079.5
Particles,1079.5
Particles,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Particles,1079.5
Particles,1079.5
Multiple,1079.5
Multiple,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Mentum,1079.5
Mentum,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Blurry specimens,1079.5
Acari spp,1079.5
Acari spp,1079.5
Acari spp,1079.5
Acari spp,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Fragmented hc,1079.5
Chaoborus mandible,1079.5
Chaoborus mandible,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Microtendipes,1079.5
Background,1079.5
Background,1079.5
Mandible,1079.5
Mandible,1079.5
Stictochironomus rosenschoeldi,1079.5
Stictochironomus rosenschoeldi,1079.5
Chironomus spp,1079.5
Chironomus spp,1079.5
Tanytarsus lugens,1079.5
Tanytarsus lugens,1079.5
unsure,1080.5
Microtendipes,1080.5
Acari spp,1080.5
Microtendipes,1080.5
Microtendipes,1080.5
Microtendipes,1080.5
Blurry specimens,1080.5
Particles,1080.5
Tanytarsus lugens,1080.5
Tanytarsus lugens,1080.5
unsure,1080.5
Blurry specimens,1080.5
Microtendipes,1080.5
Microtendipes,1080.5
Pseudochironomus spp,1080.5
Acari spp,1080.5
Background,1080.5
Microtendipes,1080.5
unsure,1080.5
Microtendipes,1080.5
Microtendipes,1080.5
Pseudochironomus spp,1080.5
Microtendipes,1080.5
Tanypodinae,1080.5
Microtendipes,1080.5
unsure,1080.5
Microtendipes,1080.5
Microtendipes,1080.5
Acari spp,1080.5
Blurry specimens,1080.5
Microtendipes,1080.5
Microtendipes,1082.5
Micropsectra insignilobus,1082.5
Mentum,1082.5
Micropsectra insignilobus,1082.5
Paratanytarsus austriacus,1082.5
Microtendipes,1082.5
Micropsectra insignilobus,1082.5
Fragmented hc,1082.5
Microtendipes,1082.5
Dicrotendipes spp,1082.5
Pseudochironomus spp,1082.5
Particles,1082.5
Blurry specimens,1082.5
Particles,1082.5
Microtendipes,1082.5
Blurry specimens,1082.5
Micropsectra insignilobus,1082.5
Chironomus spp,1082.5
Polypedilum spp,1082.5
Microtendipes,1082.5
Tanytarsus lugens,1082.5
Blurry specimens,1082.5
Diatom,1082.5
Paratanytarsus austriacus,1082.5
Microtendipes,1082.5
Fragmented hc,1082.5
Tanypodinae,1082.5
Mentum,1082.5
Particles,1082.5
unsure,1082.5
Corynoneura spp,1082.5
Fragmented hc,1082.5
Mentum,1082.5
Microtendipes,1082.5
Particles,1082.5
Fragmented hc,1082.5
Microtendipes,1082.5
Tanytarsus lugens,1082.5
Mentum,1082.5
Chironomus spp,1082.5
unsure,1082.5
Blurry specimens,1082.5
Blurry specimens,1082.5
Micropsectra insignilobus,1082.5
Particles,1082.5
Mentum,1082.5
Particles,1082.5
Chironomus spp,1082.5
Fragmented hc,1082.5
Fragmented hc,1082.5
Blurry specimens,1082.5
Blurry specimens,1082.5
Particles,1082.5
Paratanytarsus austriacus,1082.5
Particles,1082.5
Fragmented hc,1082.5
Chaoborus mandible,1082.5
Acari spp,1082.5
Mentum,1082.5
Blurry specimens,1082.5
Fragmented hc,1082.5
Mentum,1082.5
Psectrocladius spp,1082.5
Background,1082.5
Limnophyes type,1082.5
Mentum,1082.5
Tanytarsus spp,1082.5
Micropsectra insignilobus,1082.5
Polypedilum spp,1082.5
